Stock Guide,Setor,Ticker,Rating,Market Cap (R$ mn),Volume Negociado (R$ mn) Semana,Volume Negociado (R$ mn) Média (12M),Volume Negociado (R$ mn) % da Média,Preço (R$) Último,Preço (R$) Alvo,Preço (R$) Upside (%),Performance (%) Semana,Performance (%) Mês,Performance (%) Ano,P/L 2025E,P/L 2026E,EV/EBITDA 2025E,EV/EBITDA 2026E,P/VP 2025E,P/VP 2026E,Dividend Yield (%) 2025E,Dividend Yield (%) 2026E,Dívida Líquida/EBITDA 2025E,Dívida Líquida/EBITDA 2026E,Roe (%) 2025E,Roe (%) 2026E,Lucro líquido (R$mn) 2025E,Lucro líquido (R$mn) 2026E,Lucro líquido (R$mn) 2027E,ROE 2025E,ROE 2026E,ROE 2027E,Dividend Yield (%) 2025E (extra),Dividend Yield (%) 2026E (extra),Dividend Yield (%) 2027E,4. Dados fundamentalistas (12M) EPS,4.Dados fundamentalistas (12M) LPA,Dívida líquida 2025E,Dívida líquida 2026E,Dívida líquida 2027E,Dívida Líquida/EBITDA 2025E (extra),Dívida Líquida/EBITDA 2026E (extra),Dívida Líquida/EBITDA 2027E,5.Destaques financeiros (R$ mn) Receita,5.Destaques financeiros (R$ mn) Lucro Bruto,5.Destaques financeiros (R$ mn) Mg. Bruta (%),5.Destaques financeiros (R$ mn) EBITDA,5.Destaques financeiros (R$ mn) Mg. EBITDA (%),5.Destaques financeiros (R$ mn) LAIR,5.Destaques financeiros (R$ mn) Lucro Líquido,5.Destaques financeiros (R$ mn) Mg. Líquida (%),5.Destaques financeiros (R$ mn) ROE,5.Destaques financeiros (R$ mn) Mg. LAIR (%)
Imc S/A,Varejo,MEAL3,n.a.,358.345675,0.195166,0.45484438,0.4290830195593491,1.25,n.a.,n.a,0.0080645161288,-0.015748031497,-0.015748031497,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,,,,,,,,,,,,,,,,,,,,,,,,,,
Espacolaser,Varejo,ESPA3,Neutral,368.6508327,0.089914,0.484231164,0.18568404242565437,1.02,4,2.9215686274509802,0.068945559527,0.017553946089,0.017553946089,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vivara,Varejo,VIVA3,Buy,7583.4167196,54.536221,81.985843636,0.6651907034356982,32.26,38,0.17792932424054575,-0.023016353725,-0.029482551143,-0.029482551143,10.56701593328842,8.49397297011157,6.77053352766907,5.49560941291728,2.0335478665397533,1.707004751674727,0.023275069491630503,0.023658523992560448,n.a.,n.a.,n.a.,n.a.,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tc,Varejo,TRAD3,n.a.,161.30631,0.013829,0.25587788,0.054045312553003794,4.07,n.a.,n.a,0.0099255583136,0.0074257425731,0.0074257425731,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,,,,,,,,,,,,,,,,,,,,,,,,,,
Americanas,Varejo,AMER3,n.a.,1005.2295235,13.585989,16.417259252,0.8275430625452852,5.02,n.a.,-,-0.061682242991,-0.021442495126,-0.021442495126,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,,,,,,,,,,-0.388781204319457,,,,,,,13316.6190000156,3833.193,0.28785031696083,873.344000000977,0.0655830132258416,-215.027000000488,-214.625,-0.0161170789672542,-0.0201517940636404,-0.016147266810009064
Eztec,Moradia,EZTC3,Buy,3799.8186673,73.439107,24.6030926,2.9849542979812225,13.7,28,1.0437956204379564,0.013313609466,-0.0021849963587,-0.0021849963587,4.70751158457765,4.60284265313431,6.66238465037141,6.68043266246232,0.8687821829896252,0.8371780378257814,0.43764992029197075,0.17380563714598538,0.2217961940817231,0.4790235957740128,0.168105,0.18525200000000003,,,,,,,0.43764992029197075,0.17380563714598538,0.18138887486131383,,,106.18444257889078,239.0750999697176,264.83776686429275,0.2217961940817231,0.4790235957740128,0.5098135460241011,,,,,,,,,,
Lopes Brasil,Moradia,LPSB3,Buy,229.27096,0.285005,0.242237952,1.1765497422963682,1.67,6.7,3.0119760479041915,-0.017647058824,-0.040229885058,-0.040229885058,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyrela Realt,Moradia,CYRE3,Buy,10545.85156,142.120101,140.55346568,1.0111461877686232,23.96,32,0.335559265442404,-0.03805545854,-0.03773069671,-0.03773069671,5.08954505675297,4.9521562826858,6.45247085193822,6.46617651642637,0.9446087127932189,0.9269253237081654,0.2063052764607679,0.18173901400250414,0.3179641958085343,0.6393843681172459,0.18474000000000002,0.188945,,,,,,,0.2063052764607679,0.18173901400250414,0.18941256204507512,,,522.8264838500683,1112.0220760791974,1346.9652115175745,0.3179641958085343,0.6393843681172459,0.7316620746240527,,,,,,,,,,
MRV,Moradia,MRVE3,Buy,4345.01672,37.799949,62.332872788,0.6064207746137612,7.72,12,0.5544041450777202,0.0039011703502,-0.0089858793326,-0.0089858793326,5.293594270814883,3.63600120667467,4.334346690105489,3.636223094526906,0.7024695626853991,0.6047786917352135,0,0.047226891075129535,1.7185845089814038,1.16390006919603,0.142248,0.178761,,,,,,,0.0,0.047226891075129535,0.13751370573834198,,,3455.6858776040976,2493.4323811754484,1614.2526807808326,1.7185845089814038,1.16390006919603,0.6485200165165563,,,,,,,,,,
Even,Moradia,EVEN3,Neutral,1471.67967,8.558418,6.172412096,1.386559722016331,7.5,9,0.19999999999999996,-0.024707412224,-0.035989717224,-0.035989717224,4.000207162348217,3.638735674675509,2.587371582232891,2.261943585211904,0.6810875606167929,0.6565126050420167,0.19998964241333334,0.21985658522666668,-3.9180096982123214,-3.8402206359529445,0.173213,0.18373899999999999,,,,,,,0.19998964241333334,0.21985658522666668,0.23983525808,,,-1574.4881367768505,-1689.6759890686965,-1809.7985372907394,-3.9180096982123214,-3.8402206359529445,-3.7723141673538363,,,,,,,,,,
Direcional,Moradia,DIRR3,Buy,7087.0775894,146.775744,73.946363224,1.9848946939470653,13.63,20,0.46735143066764473,-0.028510334996,-0.034702549575,-0.034702549575,6.41807667775462,5.1515020426409,5.44232045844819,4.31439534778041,2.883990783078613,2.392268917002485,0.11218314085840059,0.12464793429200292,0.22947450462819458,0.17697626961219343,0.480854,0.507661,,,,,,,0.11218314085840059,0.12464793429200292,0.17470632691856197,,,325.51728996456666,317.2805860237111,620.7934778253415,0.22947450462819458,0.17697626961219343,0.33716528771725063,,,,,,,,,,
Helbor,Moradia,HBOR3,Neutral,334.38888,5.305233,3.970229608,1.336253447233876,2.52,4.7,0.8650793650793651,0.028571428571,0.0079999999998,0.0079999999998,1.876304891747388,1.849044951766668,6.956184368543849,7.624639749315288,0.21181098391245143,0.20477482894800994,0.3730736955952381,0.37857381420634917,2.955250857705747,3.4883309487650225,0.114832,0.112617,,,,,,,0.3730736955952381,0.37857381420634917,0.3640328343650794,,,767.9004994853112,917.8489052325743,1035.03556348442,2.955250857705747,3.4883309487650225,3.8864583469974776,,,,,,,,,,
Tecnisa,Moradia,TCSA3,Neutral,82.45328,0.077758,0.138241752,0.5624784037748596,1.12,4.6,3.1071428571428568,-0.008849557521,-0.008849557521,-0.008849557521,0.8159225811685408,0.7233209012911429,5.721097770241422,5.282145209951869,0.11327960643428164,0.10819583446037327,0.85792453375,0.9677585684821428,4.8920855788245,4.521546165159817,0.141789,0.153016,,,,,,,0.85792453375,0.9677585684821428,1.049527819732143,,,697.6625747046155,708.1594966950778,727.0746328794264,4.8920855788245,4.521546165159817,4.334013614834793,,,,,,,,,,
Trisul,Moradia,TRIS3,Buy,1436.1331526,2.958624,3.27007718,0.9047566271815027,6.15,9,0.46341463414634143,0.012884946061,-0.017571884984,-0.017571884984,3.369527249062898,2.942022068173429,5.166740538044476,4.664908398127611,0.6654691828254847,0.6366670531528994,0.23742203011382115,0.2719218216097561,1.9200742429150621,1.908673323738445,0.20147500000000002,0.221191,,,,,,,0.23742203011382115,0.2719218216097561,0.3031664058861789,,,708.231728950393,834.704012139956,1001.3675261021399,1.9200742429150621,1.908673323738445,2.040171793138421,,,,,,,,,,
Lavvi,Moradia,LAVV3,Buy,3076.1367005,9.193233,6.922030872,1.328112106114282,15.74,12,-0.23761118170266837,-0.0063131313127,-0.015018773466,-0.015018773466,7.59809032136504,7.08972195047149,8.18016514520001,7.66445630522842,2.124276949570691,2.0041764286441888,0.1052896143837357,0.1128394040851334,0.224168740670894,0.3493414751506994,0.287622,0.29091100000000003,,,,,,,0.1052896143837357,0.1128394040851334,0.12163106613722999,,,90.97419593807743,155.3012421405389,203.81887094258698,0.224168740670894,0.3493414751506994,0.4220209571988594,,,,,,,,,,
JHSF Part,Moradia,JHSF3,Buy,5223.6258234,22.528137,19.134804932,1.1773382106616188,7.84,9,0.1479591836734695,-0.01754385965,-0.011349306431,-0.011349306431,11.614538023591948,8.926019001245427,8.947000161313643,7.526037942930801,0.8941350896701166,0.8326155917889659,0,0,3.0542331446495052,2.577000444905588,0.079222,0.09660289999999999,,,,,,,0.0,0.0,0.0,,,2918.6315616364227,2966.583391521024,2957.525970433481,3.0542331446495052,2.577000444905588,2.6058997265530772,,,,,,,,,,
Cury S/A,Moradia,CURY3,Buy,9709.6601629,124.714709,65.508829544,1.9037847244123556,31.52,44,0.3959390862944163,-0.011292346299,-0.022029165374,-0.022029165374,7.3601167864444,6.15991630562775,5.80669162168426,5.01478473668699,4.3395475691236784,3.5200768341644,0.08273318285850254,0.10869392744923857,-0.37811585193333375,-0.5072483371530749,0.666436,0.63103,,,,,,,0.08273318285850254,0.10869392744923857,0.1298718944067259,,,-584.016873008854,-883.2253911636715,-1145.033879477575,-0.37811585193333375,-0.5072483371530749,-0.5917909622762892,,,,,,,,,,
Tenda,Moradia,TEND3,Buy,2846.26116,82.798021,43.9542654,1.8837311975642759,23.22,44,0.8949181739879415,-0.040892193309,-0.054560260586,-0.054560260586,4.359229003321,3.2380982057974,3.13912578585928,2.48345996861668,1.476347914547304,1.1785067172852726,0.05025254732127476,0.1376390181696813,-0.08999966443021713,-0.14113656349342463,0.39028199999999996,0.40478000000000003,,,,,,,0.05025254732127476,0.1376390181696813,0.24705859710163652,,,-80.1032110844034,-154.67566152134714,-59.40289699593592,-0.08999966443021713,-0.14113656349342463,-0.04417646054331681,,,,,,,,,,
Melnick,Moradia,MELK3,Buy,780.9647976,2.02861,1.86255136,1.089156542775819,3.8,7.5,0.9736842105263159,0.021505376344,0,0,3.531267523501028,3.294262606136501,3.490382166750228,3.723845876064095,0.551833903803733,0.530724774511803,0.22654754834210525,0.2428464562894737,-0.3221431803226014,0.21411128220061712,0.159259,0.164247,,,,,,,0.22654754834210525,0.2428464562894737,0.26095431823684206,,,-76.58883648754656,56.160602205940954,104.95888158771098,-0.3221431803226014,0.21411128220061712,0.3683853505573829,,,,,,,,,,
Planoeplano,Moradia,PLPL3,Buy,2650.0017268,15.245488,14.91775014,1.02196965741645,13.06,23,0.7611026033690658,-0.030749700242,-0.046715328467,-0.046715328467,4.70108072938735,3.5923912868907,3.92500644764377,3.00466367739106,1.7780367533539,1.4022218667159128,0.09397695198315466,0.12763022686830014,-0.037710751483884905,-0.22751927377102166,0.422856,0.436457,,,,,,,0.09397695198315466,0.12763022686830014,0.1948562793108729,,,-26.434573679729038,-197.7667513531287,-358.83457380653255,-0.037710751483884905,-0.22751927377102166,-0.3559538894052831,,,,,,,,,,
Mitre Realty,Moradia,MTRE3,Neutral,386.078093,1.206714,2.234438352,0.5400524919024483,3.65,7,0.9178082191780823,0.011080332409,-0.018817204301,-0.018817204301,2.412252899387658,2.104778501435098,5.940357459904442,5.34197259045985,0.3603052229450263,0.34837884529115876,0.33164018589041094,0.38008750063013697,3.840416458727428,3.496979268463908,0.15163000000000001,0.168304,,,,,,,0.33164018589041094,0.38008750063013697,0.38473486539726026,,,789.1510679170232,824.3988387257829,841.4178138624734,3.840416458727428,3.496979268463908,3.4639644569844337,,,,,,,,,,
Iguatemi SA,Propriedades Comerciais,IGTI11,Buy,3913.1131057,34.398661,54.572062344,0.6303346350219436,25.31,25,-0.012248123271434208,0.00039525691682,-0.010168165819,-0.010168165819,16.52442402214806,14.94856680510512,8.03796328197327,7.64973170443262,1.6049766324026453,1.6193528986480865,0.027716983287238244,0.07020785531015408,1.638698799962731,1.5619297699435701,0.0994917,0.107845,,,,,,,0.027716983287238244,0.07020785531015408,0.09007387391544842,,,1929.3437147921134,1933.1936581288082,1937.2323008222936,1.638698799962731,1.5619297699435701,1.4877612332461139,,,,,,,,,,
Multiplan,Propriedades Comerciais,MULT3,Buy,13211.811032,47.774373,100.28246738,0.47639806087906406,27.04,28,0.035502958579881616,-0.0070054111548,-0.0077064220177,-0.0077064220177,13.55426994592679,12.7652939938273,8.82823578456914,8.42788849014385,1.9970015435403943,1.8145458937846433,0.04139677446005917,0.033066191693786974,1.7582528090701033,1.6018680143669144,0.153059,0.148951,,,,,,,0.04139677446005917,0.033066191693786974,0.1081699225480769,,,3293.2476963605895,3107.6141141350577,3538.0521802733556,1.7582528090701033,1.6018680143669144,1.660947129470435,,,,,,,,,,
Allos,Propriedades Comerciais,ALOS3,Buy,14251.901536,225.908688,95.271967756,2.3711978803520917,28.55,25,-0.12434325744308239,0.0095473833098,0.0063447303492,0.0063447303492,15.82309549816607,13.57083119188776,7.58283612979141,7.24913181788462,1.1192961959611243,1.14454546912333,0.07324810609807354,0.0860077935341506,0.5946552445800352,0.5705963704826795,0.07005449999999999,0.083398,,,,,,,0.07324810609807354,0.0860077935341506,0.09133026440980735,,,1279.8503573191638,1285.0080486089626,1289.9801512150177,0.5946552445800352,0.5705963704826795,0.5509900566015663,,,,,,,,,,
Log Com Prop,Propriedades Comerciais,LOGG3,Buy,2205.42465,17.453461,7.08569048,2.4631983360357,25.35,26,0.02564102564102555,0.059339740912,0.047520661157,0.047520661157,4.197027277719,3.573360502204523,13.900048269457168,11.724515985326594,0.5424629744946107,0.5035326740067891,0.11913193956607494,0.13992430925838262,4.230675053632768,3.4317230396053553,0.133662,0.146157,,,,,,,0.11913193956607494,0.13992430925838262,0.23298824831952664,,,978.3369780024813,926.8214506965646,1026.8593084471102,4.230675053632768,3.4317230396053553,3.2977397984970933,,,,,,,,,,
Sao Carlos,Propriedades Comerciais,SCAR3,Neutral,772.79902,0.586274,1.505284616,0.38947717512579694,13.51,29,1.146558105107328,0.018853695325,-0.030150753769,-0.030150753769,9.55747115502575,6.900220925359536,5.989708247408007,5.340606759888274,0.5018666765727446,0.4754715121824177,0.026157546898593634,0.036230724019245,4.645831352966449,3.4178266357120193,0.0535914,0.0707677,,,,,,,0.026157546898593634,0.036230724019245,0.04731841406365655,,,1476.3042243971297,1352.9943039051493,1199.948674114697,4.645831352966449,3.4178266357120193,,,,,,,,,,,
Syn Prop Tec,Propriedades Comerciais,SYNE3,Buy,737.27052,9.237597,4.004896296,2.30657583049686,4.83,9.1,0.8840579710144927,-0.037848605577,-0.043564356436,-0.043564356436,15.939711311228528,11.684042163987543,10.273580682297696,8.279265136491215,0.6385721368368864,0.6515123719906333,0.022069703354037264,0.11669074954451346,3.4406529753411483,2.86405387844813,0.0405887,0.055201599999999997,,,,,,,0.022069703354037264,0.11669074954451346,0.12908859080745344,,,372.28059770012135,391.0228494808765,409.08992424448905,3.4406529753411483,2.86405387844813,2.819519934024571,,,,,,,,,,
Hbr Realty,Propriedades Comerciais,HBRE3,Buy,363.42508899,5.511504,1.525626788,3.6126161675656157,3.53,8,1.2662889518413598,0.042898976935,0.024800946967,0.024800946967,n.a.,n.a.,18.89685159424865,16.104068984366812,0.1969591295857163,0.20255576021529437,0,0,12.922519373634893,11.1544550722904,-0.0362169,-0.0280178,,,,,,,0.0,0.0,0.0,,,2403.306344604368,2503.965524731587,2538.396951885717,12.922519373634893,11.1544550722904,10.284386045833553,,,,,,,,,,
CPFL Energia,Serviços Básicos,CPFE3,Neutral,61945.198694,52.757682,69.1671239,0.762756625189095,53.76,43,-0.20014880952380953,0.0099567912839,0.0088196659799,0.0088196659799,15.216239653599,13.334940874662,7.8361814008522,7.7242703233022,2.893464945801354,2.744579506527055,0.049289444507068444,0.056243219002976186,2.6414815121426543,2.703302280986835,0.19478600000000001,0.211253,,,,,,,0.049289444507068444,0.056243219002976186,0.07157786114583332,,,32252.15456271476,34290.416094474655,34978.58275756112,2.6414815121426543,2.703302280986835,2.3965223086300287,,,,,,,,,,
Equatorial,Serviços Básicos,EQTL3,Buy,48190.621644,193.03946,280.9646241,0.6870596631812766,38.3,46,0.2010443864229765,-0.0017389941349,-0.0051948051951,-0.0051948051951,18.7736273546287,13.4625561094654,8.6509192226143,8.3192231069866,1.5803720270024924,1.4927525499565424,0.02663310560835509,0.03714004947780678,3.996230427755753,3.9852447436210676,0.08599,0.11404299999999999,,,,,,,0.02663310560835509,0.03714004947780678,0.044011003250652735,,,45820.29294591776,50064.70615545215,52856.44618278187,3.996230427755753,3.9852447436210676,3.907450927156254,,,,,,,,,,
Energisa,Serviços Básicos,ENGI11,Buy,25258.429537,79.578841,124.36959798,0.6398576685340509,47.09,60,0.27415587173497546,-0.0048605240909,-0.0014843087346,-0.0014843087346,21.46303414927295,13.69165116607627,6.27798864588196,6.1305206204644,1.2427982887440847,1.1735591564529553,0.016307107260564876,0.025563023463580376,4.038623070016505,4.058168247227245,0.059014800000000006,0.0881695,,,,,,,0.016307107260564876,0.025563023463580376,0.034582287139520065,,,34362.336665770745,36064.02797026843,37229.16612960553,4.038623070016505,4.058168247227245,3.7507854103567353,,,,,,,,,,
Light S/A,Serviços Básicos,LIGT3,No Rating,1758.4611293,2.682008,6.132819,0.437320586177417,4.72,0,-1,0.046563192904,-0.0021141649049,-0.0021141649049,1.135749200771028,1.016684380812907,2.653623001779165,2.374547400728486,0.30253695181201684,0.2473366765706141,0.22011901908898304,0.24589735489406778,2.1526032204371712,1.8831459846407756,0.29593800000000003,0.267699,,,,,,,0.22011901908898304,0.24589735489406778,,,,7570.996311284203,6752.918477966909,,2.1526032204371712,1.8831459846407756,,,,,,,,,,,
Cemig,Serviços Básicos,CMIG4,Neutral,35158.52588,134.75039,127.43392443,1.057413797799337,11.16,12.7,0.13799283154121866,0.0035971223024,-0.0035714285705,-0.0035714285705,5.9217292329085,8.6331896643332,6.14685961607,7.1478650710403,0.9691285658460336,0.9176273249025636,0.08443479603942651,0.05791602170250895,2.104865418892921,2.693615236126576,0.170638,0.109192,,,,,,,0.08443479603942651,0.05791602170250895,0.08877585638888888,,,16663.178652155435,19350.410853900252,19900.7580235854,2.104865418892921,2.693615236126576,2.0993399154238155,,,,,,,,,,
Auren,Serviços Básicos,AURE3,Buy,12153.09414,66.874083,0,n.a,11.63,12.3,0.05760963026655208,-0.025963149079,-0.020219039595,n.a.,n.a.,28.0039299216005,9.2873514610867,6.935501719136,0.9385314363646634,0.9385314363646634,0,0.035709273766122096,5.729849765138588,4.097082133548736,-0.028738,0.0335142,,,,,,,0.0,0.035709273766122096,0.0697409005588994,,,19615.370169872098,17579.093028983265,15567.85349684754,5.729849765138588,4.097082133548736,3.3715388244145896,,,,,,,,,,
Engie Brasil,Serviços Básicos,EGIE3,Neutral,35559.762765,38.715511,55.361834644,0.6993177023297205,31.13,26,-0.16479280436877608,-0.0047953964195,-0.0076506216128,-0.0076506216128,14.9348586632099,11.999623573525,8.7666263637378,7.7124135045606,2.4660551040131815,2.4660551040131815,0.0368265955766142,0.08333594748795373,3.6420136389114055,3.153143186229058,0.171492,0.20551100000000003,,,,,,,0.0368265955766142,0.08333594748795373,0.10011396850305172,,,25325.087904461572,24644.430966542255,23091.459658037147,3.6420136389114055,3.153143186229058,2.7250082509826776,,,,,,,,,,
Eneva,Serviços Básicos,ENEV3,Buy,38353.924889,99.985209,145.79459478,0.6857950334227061,20.02,17.1,-0.1458541458541458,-0.0034843205576,-0.0079286422206,-0.0079286422206,30.6298733101398,12.2569380908298,8.8572551423068,5.9837663767979,1.8090306956906754,1.684717208182912,0.016323933006993006,0.04079322227772227,2.8171331873195142,1.5909167856215631,0.0599463,0.142341,,,,,,,0.016323933006993006,0.04079322227772227,,,,17229.704441908896,13378.803828347192,,2.8171331873195142,1.5909167856215631,,,,,,,,,,,
Axia Energia,Serviços Básicos,AXIA3,Buy,142225.50692,752.19344,379.20935942,1.9835835306134808,50,60,0.19999999999999996,0.0024057738574,-0.012052953961,-0.012052953961,10.3158484563444,8.7105378506016,5.514110131511,5.0358443028007,1.159560046951511,1.0957573946818044,0.08348871926891616,0.10727172576687116,1.285457406926019,1.1048588408144615,0.115937,0.129356,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alupar,Serviços Básicos,ALUP11,Buy,11202.731497,15.403613,27.584628068,0.5584129306375971,31.99,39,0.21913097843075957,0.010742496049,0.0075590551187,0.0075590551187,16.7384852401439,15.63763476588722,9.414129589006,9.2113621288896,1.766788355434296,1.6664582942635076,0.029871281231634884,0.031974144907783685,3.135310839944998,3.3545297140388,0.109439,0.109681,,,,,,,0.029871281231634884,0.031974144907783685,0.037457027714910905,,,9975.025352938017,11441.427061397178,12125.138086577192,3.135310839944998,3.3545297140388,3.089547051465699,,,,,,,,,,
Taesa,Serviços Básicos,TAEE11,Sell,14494.02547,59.179498,65.976113012,0.8969837005892753,41.97,35,-0.1660710030974505,0.014748549323,-0.00332462598,-0.00332462598,11.3782265744055,9.27093585974833,10.24648288002535,9.54712471967089,12.578333618046626,12.578333618046626,0.08788715828925422,0.10786397566833453,4.337340188512565,3.9759212323441564,1.10548,1.3567500000000001,,,,,,,0.08788715828925422,0.10786397566833453,,,,10634.996555767171,10340.156101843038,,4.337340188512565,3.9759212323441564,,,,,,,,,,,
ISA Brasil,Serviços Básicos,ISAE4,Neutral,19555.318775,50.814017,52.001233108,0.9771694623945878,26.9,25,-0.07063197026022305,-0.029022691057,-0.023238925201,-0.023238925201,13.17384339773296,10.62378740624264,8.69387122000081,8.1570399333165,1.73592065100251,1.6677929952694195,0.056930994044609655,0.07059629220074348,4.204557746661216,4.154426996962295,0.133977,0.160128,,,,,,,0.056930994044609655,0.07059629220074348,,,,16119.601225740023,17864.11233774889,,4.204557746661216,4.154426996962295,,,,,,,,,,,
Copasa,Serviços Básicos,CSMG3,Buy,16482.99807,308.636594,68.42346576,4.510683441300153,43.47,46,0.05820105820105814,0.0048543689318,-0.010245901639,-0.010245901639,14.92232238760703,16.96717426139814,7.49506987431891,7.46920997790164,1.7833114538890709,1.6942744670070546,0.033506848801472276,0.029468666514837816,2.6084647577978215,2.95135873664842,0.12318699999999999,0.102413,,,,,,,0.033506848801472276,0.029468666514837816,,,,8817.093837380806,10790.40657675337,,2.6084647577978215,2.95135873664842,,,,,,,,,,,
Sabesp,Serviços Básicos,SBSP3,Buy,93651.188748,403.284073,359.9519667,1.1203830241497608,133.07,140,0.05207785376117835,-0.0073107049611,-0.0023989804322,-0.0023989804322,13.4548172004188,10.4283091645285,8.0082675111503,6.9362545083463,1.98212852033741,1.8022837686109803,0.035303341020515515,0.04554909070188622,2.23396007946294,2.154668545114515,0.15324400000000002,0.181039,,,,,,,0.035303341020515515,0.04554909070188622,0.07598294936950477,,,35262.41580572501,41071.92520701378,46339.52334523161,2.23396007946294,2.154668545114515,2.1709194121263775,,,,,,,,,,
Sanepar,Serviços Básicos,SAPR11,Neutral,12356.62389,71.349643,39.16759536,1.8216498190457204,40.19,37,-0.07937297835282409,0.030869033662,0.014192456465,0.014192456465,9.65470847450144,8.26918322296737,6.08961299190485,5.91617408267143,0.9559442655236879,0.8843773930341251,0.031072921652152273,0.03627927836526499,2.549245973480601,2.6051554837483235,0.102568,0.111108,,,,,,,0.031072921652152273,0.03627927836526499,,,,8764.89370897117,9577.567604884465,,2.549245973480601,2.6051554837483235,,,,,,,,,,,
Orizon,Serviços Básicos,ORVR3,Buy,6673.13634,27.174004,25.835733312,1.0517992143609258,69.42,54,-0.22212618841832332,0.0021654395841,-0.0071510297485,-0.0071510297485,20.46289561120813,14.354841757916526,9.583719156668142,6.328578846164651,3.515221486297624,3.481357037185627,0.021085269328723708,0.060114304635551716,1.4268338610212208,0.7311913997152081,0.180291,0.243695,,,,,,,0.021085269328723708,0.060114304635551716,,,,1027.1811364321554,767.0853494996081,,1.4268338610212208,0.7311913997152081,,,,,,,,,,,
Ambipar,Serviços Básicos,AMBP3,No Rating,500.053413,9.191456,16.2867697,0.5643510757077875,0.3,0,-1,0.071428571429,0.11111111111,0.11111111111,0.2760244326634224,n.a.,3.2334682223238884,n.a.,0.016868052470888552,n.a.,0.9057169236666667,n.a.,3.204963698330376,n.a.,0.0642963,n.a.,,,,,,,0.9057169236666667,,,,,5646.345470261646,,,3.204963698330376,,,,,,,,,,,,
Neoenergia,Serviços Básicos,NEOE3,Buy,38477.372762,62.433169,47.445825832,1.315883281725739,31.7,40,0.26182965299684535,0.0077004113409,0.0067667790881,0.0067667790881,13.8348742061155,11.650990737684,7.0822871913042,7.0979471424378,1.0080004070159372,0.9465794738570873,0.01807027633753943,0.021457402690851734,3.960093867153364,4.048810521490967,0.0749059,0.0837975,,,,,,,0.01807027633753943,0.021457402690851734,,,,49109.053727819366,51436.47938700474,,3.960093867153364,4.048810521490967,,,,,,,,,,,
Vale,Metais & Mineração,VALE3,Neutral,308974.22489,2049.470768,1332.5607786,1.5379942145327075,72.38,80,0.10527770102238199,-0.010120350109,0.0058365758759,0.0058365758759,5.7261437391609,6.6079732719302,4.1877309645968,4.3848691593402,1.249717258538792,1.16501783549175,0.10632227367269984,0.09316156549019608,0.9335465733300073,0.9704077410516209,0.227978,0.18248899999999998,,,,,,,0.10632227367269984,0.09316156549019608,,,,88290.97491292784,87469.07289103023,,0.9335465733300073,0.9704077410516209,,,,,,,,,,,
CSN,Metais & Mineração,CSNA3,Neutral,11537.017338,109.159147,87.209417492,1.2516898993163614,8.7,10,0.149425287356322,-0.050218340612,-0.026845637584,-0.026845637584,10.3736918297695,5.27458584739394,4.69212158864807,4.26486680284398,0.9556448955381269,0.8157524613220815,0,0,3.3982276159336484,3.10954390809209,0.09597939999999999,0.16687100000000002,,,,,,,0.0,0.0,0.0,,,38723.28168495907,39683.65763751287,37545.20666078668,3.3982276159336484,3.10954390809209,2.550190439309717,,,,,,,,,,
Gerdau,Metais & Mineração,GGBR4,Buy,38528.109969,119.776867,181.90304008,0.6584654492158172,20.51,20,-0.024865919063871367,-0.011566265059,0.0058852378606,0.0058852378606,10.6660089769021,9.6669584300848,3.9758020661581,3.6921939918456,0.7057350001204326,0.6737623599750336,0.03281452329107752,0.03620580377376889,0.5453049984568976,0.3860864062289314,0.0676209,0.0713129,,,,,,,0.03281452329107752,0.03620580377376889,,,,5974.623767326597,4391.512166336335,,0.5453049984568976,0.3860864062289314,,,,,,,,,,,
Usiminas,Metais & Mineração,USIM5,Neutral,7354.0097665,51.033301,64.50651108,0.7911341063960082,5.98,5,-0.16387959866220747,0.010135135136,0.0050420168081,0.0050420168081,23.63307717282357,14.39476642146734,5.29960109567508,4.56432609434224,0.3009153260503102,0.2962698731192065,0.010578393929765886,0.017367423177257525,0.9390849194540474,0.9743847494123539,0.0127939,0.0207419,,,,,,,0.010578393929765886,0.017367423177257525,,,,1585.8975334504364,1944.0941668630405,,0.9390849194540474,0.9743847494123539,,,,,,,,,,,
