Stock Guide,Setor,Ticker,Rating,Market Cap (R$ mn),Volume Negociado (R$ mn) Semana,Volume Negociado (R$ mn) Média (12M),Volume Negociado (R$ mn) % da Média,Preço (R$) Último,Preço (R$) Alvo,Preço (R$) Upside (%),Performance (%) Semana,Performance (%) Mês,Performance (%) Ano,P/L 2025E,P/L 2026E,EV/EBITDA 2025E,EV/EBITDA 2026E,P/VP 2025E,P/VP 2026E,Dividend Yield (%) 2025E,Dividend Yield (%) 2026E,Dívida Líquida/EBITDA 2025E,Dívida Líquida/EBITDA 2026E,Roe (%) 2025E,Roe (%) 2026E,Lucro líquido (R$mn) 2025E,Lucro líquido (R$mn) 2026E,Lucro líquido (R$mn) 2027E,ROE 2025E,ROE 2026E,ROE 2027E,Dividend Yield (%) 2025E (extra),Dividend Yield (%) 2026E (extra),Dividend Yield (%) 2027E,4. Dados fundamentalistas (12M) EPS,4.Dados fundamentalistas (12M) LPA,Dívida líquida 2025E,Dívida líquida 2026E,Dívida líquida 2027E,Dívida Líquida/EBITDA 2025E (extra),Dívida Líquida/EBITDA 2026E (extra),Dívida Líquida/EBITDA 2027E,5.Destaques financeiros (R$ mn) Receita,5.Destaques financeiros (R$ mn) Lucro Bruto,5.Destaques financeiros (R$ mn) Mg. Bruta (%),5.Destaques financeiros (R$ mn) EBITDA,5.Destaques financeiros (R$ mn) Mg. EBITDA (%),5.Destaques financeiros (R$ mn) LAIR,5.Destaques financeiros (R$ mn) Lucro Líquido,5.Destaques financeiros (R$ mn) Mg. Líquida (%),5.Destaques financeiros (R$ mn) ROE,5.Destaques financeiros (R$ mn) Mg. LAIR (%)
Csn Mineracao,Metais & Mineração,CMIN3,Neutral,28789.836051,43.355197,35.222181356,1.2309060748338507,5.3,6.5,0.2264150943396226,-0.027522935779,-0.027522935779,-0.027522935779,16.36327041390112,13.48776465054657,6.52236853496983,6.22059629599807,2.388291065087691,2.19404461776017,0.030556238905660376,0.037070634981132077,0.04866164124228634,0.482863352652399,0.151482,0.169565,,,,,,,0.030556238905660376,0.037070634981132077,0.05213667596226415,,,218.990147825379,2451.742024790725,2604.7615424722694,0.04866164124228634,0.482863352652399,0.4136029154675091,,,,,,,,,,
CBA,Metais & Mineração,CBAV3,Buy,4583.55392,26.135396,26.00163156,1.0051444633269007,7.04,7,-0.005681818181818232,-0.020862308762,-0.019498607242,-0.019498607242,10.696777670748228,8.399940648212018,4.617362295956086,4.249642172581307,0.9609098068762378,0.8849824512002574,0,0.02976211505681818,1.8327971887254326,1.5784132072347374,0.0940564,0.109689,,,,,,,0.0,0.02976211505681818,0.025515157556818182,,,3023.2266188749804,2714.0838475817413,2483.211811524729,1.8327971887254326,1.5784132072347374,1.4973243057814045,,,,,,,,,,
Aura 360,Metais & Mineração,AURA33,n.a.,22493.91596,80.1002462,23.019601617,3.4796538850979024,89.76,n.a.,n.a,-0.1015015015,-0.013951444579,-0.013951444579,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suzano S.A.,Papel & celulose,SUZB3,Buy,64106.59983,288.324433,293.04229214,0.9839004155149522,51.87,62,0.19529593213803742,0.0036764705874,0.0081632653055,0.0081632653055,9.2032348789678,7.7443282389345,5.6623078550608,5.0249563246473,1.3514675421112283,1.206851622630271,0.026117284146905725,0.032250245049161366,3.101497135627174,2.68125039437683,0.15539999999999998,0.16464600000000001,,,,,,,0.026117284146905725,0.032250245049161366,,,,76132.72879634197,71913.71845577266,,3.101497135627174,2.68125039437683,,,,,,,,,,,
Klabin S/A,Papel & celulose,KLBN11,Buy,23398.895312,74.609475,95.805053064,0.7787634640748974,19.09,24,0.25720272393923516,0.026344086022,0.017590618336,0.017590618336,10.4100962485697,9.3877673035684,6.0456395958063,5.8608712892866,1.793027012811361,1.6865745485387142,0.05280993987951807,0.054086651911995805,3.2052652204662646,3.0875437730981776,0.17565799999999998,0.185153,,,,,,,0.05280993987951807,0.054086651911995805,0.05438989744892614,,,26247.487506504607,25894.725722321517,25738.41214653983,3.2052652204662646,3.0875437730981776,3.051795424233814,,,,,,,,,,
Dexco,Papel & celulose,DXCO3,Buy,4556.421072,12.356264,14.036796648,0.8802766264880352,5.02,7,0.3944223107569722,-0.019531250001,0.003999999999,0.003999999999,8.31752779736778,7.787521546997672,5.2067102271437,5.087177279907328,0.5628212818198636,0.5303991623496894,0.030057008047808767,0.032102639900398404,2.8954741573347005,2.826738246126057,0.06967620000000001,0.0701288,,,,,,,,,,,,,,,,,,,,,,,,,,,
Irani,Papel & celulose,RANI3,Buy,2003.05369,4.597114,5.1701847,0.8891585633294687,8.69,10,0.15074798619102414,0.0011520737334,0.0011520737334,0.0011520737334,9.713948818532492,9.27935676495154,6.016912615303258,5.643743671362439,1.4303231806173926,1.4205288486687242,0.07466020586881474,0.10294474663981588,1.9738893514244689,1.9032977025842055,0.150284,0.153611,,,,,,,0.07466020586881474,0.10294474663981588,,,,1164.7510302469602,1203.3457955220135,,1.9738893514244689,1.9032977025842055,,,,,,,,,,,
Qualicorp,Saúde & Educação,QUAL3,Neutral,654.01287798,7.197829,4.920050488,1.462958361414278,2.31,4,0.7316017316017316,0.035874439463,0.013157894738,0.013157894738,9.913024650273208,8.298499415851714,2.368205427147867,2.136470686049871,0.480295412866927,0.45927740355174523,0,0,1.1665554470989377,0.8954196758886431,0.0495107,0.0565827,,,,,,,0.0,0.0,0.0,,,638.2504866080985,474.35201871968354,307.4140851023542,1.1665554470989377,0.8954196758886431,0.574611401000415,,,,,,,,,,
Odontoprev,Saúde & Educação,ODPV3,Neutral,6105.0436832,14.496828,19.805798964,0.7319486593976922,11.2,13,0.1607142857142858,0.0071942446048,0,0,9.49036296769292,8.74990401833875,6.47598261633972,5.8082014339108,4.278973810387972,4.1217233219617935,0.096770714875,0.10537004784821428,-0.6041616204226948,-0.646008511090742,0.459327,0.47987699999999994,,,,,,,0.096770714875,0.10537004784821428,0.11428696793749998,,,-522.7502251605598,-613.166405257914,-727.6379404502475,-0.6041616204226948,-0.646008511090742,-0.7043313974228196,,,,,,,,,,
Hapvida,Saúde & Educação,HAPV3,Buy,7208.9684139,101.360794,196.47579053,0.5158945726930318,14.56,50,2.434065934065934,0.00068728522274,-0.011541072641,-0.011541072641,6.00596246853144,4.10759017384694,3.29228102118409,2.52521698308158,0.14853671948085598,0.14420553250071805,0,0.02644806632554945,1.3390777105420573,0.84153584980254,0.0248945,0.0356264,,,,,,,0.0,0.02644806632554945,0.0686046030631868,,,5027.827878026333,3665.5137147671808,2168.104841097684,1.3390777105420573,0.84153584980254,0.4448975079562354,,,,,,,,,,
Fleury,Saúde & Educação,FLRY3,Buy,8082.5794349,31.72563,45.790832424,0.6928380271893001,14.83,19,0.28118678354686444,-0.004029550033,-0.011333333332,-0.011333333332,10.63099972649627,8.80438416330059,4.32797365150634,4.03781948620751,1.5477420499493828,1.5477420499493828,0.09313319869858394,0.1135797781456507,0.8256078814286806,0.7619105930036819,0.145693,0.175792,,,,,,,0.09313319869858394,0.1135797781456507,0.1273327549494268,,,1916.9199390333663,1891.314886934295,1750.2543335780165,0.8256078814286806,0.7619105930036819,0.6648772344314584,,,,,,,,,,
Rede D Or,Saúde & Educação,RDOR3,Buy,89306.905722,114.743476,191.95474115,0.5977631774686697,40.47,57,0.40845070422535223,-0.023642943306,-0.0034474267422,-0.0034474267422,15.1820857036021,12.1550950909941,5.9049653947913,4.8879105354201,2.823376750221503,2.509783006406241,0,0,-0.7027561421097054,-0.8456930456218535,0.196157,0.218621,,,,,,,0.0,0.0,0.0,,,-9874.132515479789,-13694.025445350775,-17949.055534291332,-0.7027561421097054,-0.8456930456218535,-0.9587562525339921,,,,,,,,,,
Cogna ON,Saúde & Educação,COGN3,Neutral,6246.1909871,63.448523,95.91044928,0.6615392115906894,3.13,4,0.27795527156549515,-0.024922118379,-0.0094936708856,-0.0094936708856,6.26955511028158,4.94724303612712,3.9329538034915,3.4560307633944,n.a.,n.a.,0.036849909233226834,0.036849909233226834,1.6151973397402857,1.2044303267007594,0.0646002,0.0786891,,,,,,,0.036849909233226834,0.036849909233226834,0.036849909233226834,,,4101.916386205379,3148.61363397632,2076.986044873701,1.6151973397402857,1.2044303267007594,0.7578951996884116,,,,,,,,,,
Yduqs Part,Saúde & Educação,YDUQ3,Buy,3211.67492,21.417088,54.176621232,0.3953197433314606,12.19,23,0.8867924528301887,0.016607912026,0.0016433853743,0.0016433853743,5.35301943493987,3.9810143823511,3.41182830906111,2.86204447304602,0.9369283507294052,0.8218716289104637,0.04741090933552092,0.0850398273831009,1.7995716042438452,1.3521935414228887,0.1857,0.219953,,,,,,,0.04741090933552092,0.0850398273831009,0.11723072955701394,,,3737.1587190029027,2998.5506482646806,2229.746950764434,1.7995716042438452,1.3521935414228887,0.9489608134051688,,,,,,,,,,
Ser Educa,Saúde & Educação,SEER3,Neutral,1226.3766616,9.138178,6.732706444,1.3572815146490889,9.61,12,0.2486992715920917,0.0083945435472,-0.021384928717,-0.021384928717,5.981229754409873,4.671368817471167,3.657473642476205,3.201618909686633,0.8114498015705479,0.7179196019692362,0.041797424651404784,0.053517504131113426,1.8853459924375522,1.5445193237545638,0.14293799999999998,0.16308299999999998,,,,,,,0.041797424651404784,0.053517504131113426,0.06291004177939646,,,1318.810114939269,1155.3962309923077,976.7893462125564,1.8853459924375522,1.5445193237545638,1.2357276245566349,,,,,,,,,,
Anima,Saúde & Educação,ANIM3,Buy,1243.1592092,12.567668,23.863959748,0.5266379985850117,3.29,8,1.43161094224924,-0.0090361445782,-0.0060422960723,-0.0060422960723,5.639369604688826,3.655548385089736,3.145295206366307,2.696456833978954,0.4319121367310422,0.3994759458412611,-0.05438984641337386,-0.07306789726443769,2.268427331379895,1.8834552356127525,0.07846009999999999,0.113543,,,,,,,-0.05438984641337386,-0.07306789726443769,0.10304550370820668,,,3444.5972148264163,3084.6907958980564,2690.5570892249116,2.268427331379895,1.8834552356127525,1.5416503252762275,,,,,,,,,,
Cruzeiro Edu,Saúde & Educação,CSED3,Buy,2216.4187162,3.318661,2.433781072,1.3635823855236229,6.08,6.5,0.06907894736842102,0,-0.022508038585,-0.022508038585,6.260931412759226,5.208290301753422,4.286095207630267,3.820045852398866,1.271213904738408,1.164331620029568,0.08053024226973685,0.11979048332236843,1.9484701145873264,1.66283276497109,0.2138,0.23336400000000002,,,,,,,0.08053024226973685,0.11979048332236843,0.14400118975328946,,,1851.3231180390906,1712.0595353510353,1564.77276534607,1.9484701145873264,1.66283276497109,1.4231805666747324,,,,,,,,,,
Blau,Saúde & Educação,BLAU3,Buy,2471.5390795,4.199152,3.635465648,1.1550520364042236,13.91,19,0.36592379583033785,0.069177555728,-0.0099644128113,-0.0099644128113,8.29220820590733,7.06175935299542,5.28112088181444,4.80569309080934,0.9890078637145742,0.9153965621627312,0.06006327924514737,0.060297569424874194,0.5420033129788752,0.7676125008528447,0.12295,0.134638,,,,,,,0.06006327924514737,0.060297569424874194,0.0708038854061826,,,285.99002200593424,475.34997951475134,783.0793258072661,0.5420033129788752,0.7676125008528447,1.073326975430103,,,,,,,,,,
Mater Dei,Saúde & Educação,MATD3,Buy,1715.0479788,0.87583,1.473690028,0.5943108682011112,5.15,7,0.3592233009708736,-0.05330882353,-0.020912547528,-0.020912547528,9.6321307985088,6.714794796063989,5.7648314998115,4.557778896952979,1.0263523437702404,0.9118191234142757,0.015132577999999999,0.026541811980582527,2.7204538512655523,1.9969680638703289,0.11163600000000001,0.143817,,,,,,,0.015132577999999999,0.026541811980582527,0.03807327137864078,,,1538.2290520910512,1342.3686232779503,1176.9412944412225,2.7204538512655523,1.9969680638703289,1.5298650620531111,,,,,,,,,,
Dasa,Saúde & Educação,DASA3,Neutral,5598.9899482,21.23991,2.856144476,7.436567084920812,4.48,2.5,-0.4419642857142858,-0.026086956521,-0.01321585903,-0.01321585903,15.4225000944838,9.17311522545387,4.87171541990619,4.29453372821889,0.6566161404455023,0.6425066939732011,0.004009846160714286,0.016210082566964285,2.510412683306765,2.1376693854765683,0.0429149,0.0708031,,,,,,,0.004009846160714286,0.016210082566964285,0.027253554955357143,,,5990.030254951986,5584.101102640074,5039.780168767212,2.510412683306765,2.1376693854765683,1.751247262227765,,,,,,,,,,
Oncoclinicas ,Saúde & Educação,ONCO3,Neutral,3081.5682229,13.148615,15.424838988,0.8524312642893177,2.72,3,0.10294117647058809,0.011152416358,0.0036900369014,0.0036900369014,n.a.,18.80549981693968,6.544439988366741,5.317160180059481,0.5757113315652787,0.5320855405754348,0,0,n.a.,n.a.,n.a.,n.a.,,,,,,,0.5757113315652787,0.5320855405754348,0.47017093825030726,,3081.5682229,,18.80549981693968,6.296068364245882,6.544439988366741,5.317160180059481,3.790261647652417,5271.058,1893.902,0.35930206042,1006.102,0.190872876,248.504,219.293,0.061177091961,0.12418152403,0.04714499442047498
Hypera,Saúde & Educação,HYPE3,Neutral,14766.51381,47.493472,78.62586516,0.604043871610862,23.33,28,0.20017145306472361,0.01137964669,-0.0097623089987,-0.0097623089987,8.44083608965749,6.680695018023,7.1624522676093,6.272761635989,1.1062744205455028,1.0177728529922434,0,0,2.432419079639768,2.0397315497990385,0.136583,0.158693,,,,,,,0.0,0.0,0.0,,,7615.401678554248,7135.760417808726,6582.545497894453,2.432419079639768,2.0397315497990385,1.6631656921125846,,,,,,,,,,
Viveo,Saúde & Educação,VVEO3,Neutral,426.3412158,5.203961,2.07975932,2.5021938596241027,1.35,1.3,-0.03703703703703709,-0.099999999999,-0.049295774647,-0.049295774647,n.a.,n.a.,6.967018352758008,6.799385289890771,0.2684030021372832,0.2878550745651256,0,0,6.27784687560688,6.138517707455099,-0.0561341,-0.0444426,,,,,,,0.0,0.0,0.0,,,3978.2307521272705,4056.5385794479616,3969.8013316711795,6.27784687560688,6.138517707455099,4.1854215045003125,,,,,,,,,,
Petrobras,Petróleo & Gas,PETR4,Buy,407646.13099,661.086859,1139.1816671,0.5803173261056073,30.71,44,0.4327580592640834,0.009865175929,-0.003569110967,-0.003569110967,5.5289259919339,4.8049643065965,2.3681103039127,2.2055288318114,0.8973808824747235,0.8459840597298812,0.10941147567114091,0.14042237750838923,0.650968848733156,0.6154653967752111,0.167682,0.181255,,,,,,,0.10941147567114091,0.14042237750838923,0.1459371155704698,,,158337.5948929444,161666.15167068812,162671.88621405413,0.650968848733156,0.6154653967752111,0.5990841289539413,,,,,,,,,,
Vibra,Petróleo & Gas,VBBR3,Buy,30714.579027,247.326393,219.32465176,1.127672566742025,25.76,27,0.048136645962732816,0.020198019802,0.016975917884,0.016975917884,11.3142619566634,9.6184447042786,5.6132776100431,5.2139691978954,1.234100653939205,1.1493175926793466,0.033328392635869564,0.044192011987577634,1.745457210021209,1.5253221043765743,0.11291000000000001,0.123741,,,,,,,0.033328392635869564,0.044192011987577634,0.05198345630434782,,,11571.160173766788,10693.963256527379,9187.976329765488,1.745457210021209,1.5253221043765743,1.2426761902899528,,,,,,,,,,
Ultrapar,Petróleo & Gas,UGPA3,Buy,22787.16292,69.954971,116.57728648,0.6000737631854338,20.97,26,0.23986647591797805,0.0052732502409,0.0033492822968,0.0033492822968,9.8039533198711,7.9818070917836,4.5494926192747,4.2808363253344,1.1196659689889366,1.0960407683261466,0.03890284109680496,0.1069410260419647,1.5408558813032986,1.4563192605609188,0.11840999999999999,0.138782,,,,,,,0.03890284109680496,0.1069410260419647,0.16815771564139245,,,11745.372360522648,11824.61240278913,12707.003374951182,1.5408558813032986,1.4563192605609188,1.4722614309064177,,,,,,,,,,
Brava Energia,Petróleo & Gas,BRAV3,Buy,7743.9335103,126.00608,168.92712106,0.7459197742157981,16.67,27,0.6196760647870425,0.043178973718,-0.010095011875,-0.010095011875,5.260462970480078,3.5626674291488083,3.283757091625696,2.5802332792146414,0.5617196272759264,0.5363491018511128,0,0.076,2.055376369894024,1.5959804131751134,0.110315,0.154025,,,,,,,0.0,0.0,,,,2134.8087654059555,2068.814155343708,,2.055376369894024,1.5959804131751134,,,,,,,,,,,
Petrorio,Petróleo & Gas,PRIO3,Buy,33840.142127,312.660962,359.85954648,0.8688416496333711,41.76,56,0.34099616858237547,0.028571428573,0.0082085948816,0.0082085948816,9.990569929816271,5.842757283111349,3.866106917894705,2.786320289301688,1.329565932361564,1.509496478530583,0.13733181503702585,0.26080552820377295,1.6188522522018565,1.0552222923156516,0.129867,0.24198,,,,,,,0.0252578192887931,0.04796688152059386,0.05885629704741379,,,4531.792289234012,3834.752830268052,3335.838925072455,1.6188522522018565,1.0552222923156516,0.9544596558332552,,,,,,,,,,
Raizen,Petróleo & Gas,RAIZ4,Buy,8274.4927048,15.217329,29.41504406,0.5173315045512122,0.8,3,2.75,-0.012345679012,-0.012345679012,-0.012345679012,n.a.,12.74719402851156,3.95712812072275,3.26989250634501,0.47822292361584356,0.43926116272429777,0,0,3.3685032431168653,2.7876874418969093,n.a.,0.035922800000000005,,,,,,,0.0,0.0,,,,47410.950054569264,47895.26855756495,,3.3685032431168653,2.7876874418969093,,,,,,,,,,,
Braskem,Petróleo & Gas,BRKM5,Neutral,6282.8694896,17.873721,36.18536232,0.49394893001032686,7.75,11,0.4193548387096775,-0.012738853502,-0.017743979721,-0.017743979721,n.a.,n.a.,5.902247125096101,4.181132995422681,-0.681214303836495,-0.6157939746334022,0,0,7.707147816549784,5.708088149685693,n.a.,n.a.,,,,,,,0.0,0.0,,,,10312.520196797796,9726.533400980103,,7.707147816549784,5.708088149685693,,,,,,,,,,,
Petroreconcavo,Petróleo & Gas,RECV3,Buy,3225.6851596,44.709847,38.638089248,1.157144358589479,11.01,19,0.7257039055404177,-0.0098920863311,-0.027385159012,-0.027385159012,4.37858681914887,4.38783602675398,2.45430977658789,2.36324408689405,0.6480206236536356,0.62291724422769,0.1535906566030881,0.16571784226158037,-0.3918408975012748,-0.1988051025351203,n.a.,n.a.,,,,,,,0.1535906566030881,0.16571784226158037,,,,-768.4,-615.6,195.6,-0.3918408975012748,-0.1988051025351203,0.053658135132910866,,,,,,,,,,
Dexxos Par,Petróleo & Gas,DEXP3,Buy,949.7903389,1.369713,0.90584766,1.5120787528446007,7.85,12,0.5286624203821657,0.028833551769,-0.017521902378,-0.017521902378,5.569751044424063,5.091775945093393,3.111843333712903,2.846868668409617,0.7671034759070876,0.7286802996407652,0.08977061919745223,0.12765683467515923,-0.0027917307810875233,-0.052833056768595954,0.142637,0.146785,,,,,,,0.08977061919745223,0.12765683467515923,,,,-0.7610164858585428,-15.469636538356012,,-0.0027917307810875233,-0.052833056768595954,,,,,,,,,,,
SLC Agricola,Agronegócio,SLCE3,Buy,7341.1348181,73.417627,40.550521128,1.810522404095699,14.79,24,0.6227180527383369,0.030263157894,0.036682242991,0.036682242991,5.20372393485294,4.81455806763849,3.87529189462388,3.74694031810989,0.966628759656484,0.8734475488545965,0.06475990536173089,0.09608503569303582,1.7822672640892625,1.7219359333077136,0.197819,0.19060500000000002,,,,,,,0.06475990536173089,0.09608503569303582,0.10385169167680865,,,5551.028204858895,5543.2691230769515,5544.78177333123,1.7822672640892625,1.7219359333077136,1.6698798238056378,,,,,,,,,,
Sao Martinho,Agronegócio,SMTO3,Buy,4862.9513068,30.387197,33.728493064,0.9009355070308102,14.8,39,1.635135135135135,-0.035830618893,-0.021164021164,-0.021164021164,4.99857406451492,3.9968135043597,2.03800174248869,1.75144674247988,0.7232177325169442,0.6743702839645682,0.10855971087162161,0.15004279027027026,0.9425912388524723,0.7426729777766401,0.149636,0.174624,,,,,,,0.10855971087162161,0.15004279027027026,0.2501993147567567,,,4215.957987492308,3607.062105874101,2855.877947594682,0.9425912388524723,0.7426729777766401,0.5478254782135783,,,,,,,,,,
Brasilagro,Agronegócio,AGRO3,Buy,2033.1321912,3.58126,3.800508864,0.9423106557974863,19.8,25,0.26262626262626254,-0.013452914799,-0.0070210631902,-0.0070210631902,19.281744511549157,5.998810931918533,12.152093884907709,5.508876371666442,0.9068425391591095,0.88561677841242,0.03802501039393939,0.10372505448484848,3.8038314420576,1.5798830326809645,0.0470017,0.14938,,,,,,,0.03802501039393939,0.10372505448484848,0.13335976230808078,,,900.5931087172191,794.7802955174333,757.1309237452199,3.8038314420576,1.5798830326809645,1.4037142626651091,,,,,,,,,,
Cosan,Agronegócio,CSAN3,Buy,20785.914844,442.960934,178.6156671,2.4799668539266677,5.25,10.5,1,-0.027777777778,-0.013157894736,-0.013157894736,23.75362013872176,6.54697316561871,4.14315297084267,3.65269312132192,0.4324048297560413,0.40950040950040945,0.00420988460952381,0.00420988460952381,3.237561951352222,2.8592311652216824,0.018312,0.06424959999999999,,,,,,,0.00420988460952381,0.00420988460952381,,,,74457.2186091105,75048.84084810449,,3.237561951352222,2.8592311652216824,,,,,,,,,,,
Jallesmachad,Agronegócio,JALL3,Buy,841.31798256,5.235718,2.722063144,1.9234373793057022,2.79,6,1.150537634408602,-0.037931034483,0.0072202166066,0.0072202166066,n.a.,6.583493024505947,3.154089266406216,2.671322032914636,0.4198222301137432,0.3857907327258397,0.15399171620071686,0.15399171620071686,2.5552591578966193,2.153114597235241,0.00040689500000000005,0.06107510000000001,,,,,,,0.15399171620071686,0.15399171620071686,0.15399171620071686,,,3597.5184021426894,3502.9602060981188,3368.6335858333427,2.5552591578966193,2.153114597235241,1.7946718107013262,,,,,,,,,,
3tentos,Agronegócio,TTEN3,Buy,8211.4585487,13.208373,19.249035784,0.68618361710247,16.44,26,0.581508515815085,0.0087126199778,0.0074899380161,0.0074899380161,10.71171734203311,7.993854925161,7.02553257365929,5.38260519017088,1.5112377625591762,1.299923301362389,0.011275971405109487,0.0175281401703163,0.8588760397080014,0.4428008404096525,0.150411,0.174839,,,,,,,0.011275971405109487,0.0175281401703163,,,,1145.4542097637845,737.2175981543814,,0.8588760397080014,0.4428008404096525,,,,,,,,,,,
Agrogalaxy,Agronegócio,AGXY3,Neutral,73.6700492,0.04137,0.216071008,0.1914648354859343,4.4,7,0.5909090909090908,-0.0067720090292,-0.0067720090292,-0.0067720090292,3.814858901656581,3.503903030291803,3.539913535025315,3.290766016473896,0.41001938273445654,0.3769382335303692,0.06553322322727273,0.07134900647727273,2.3288486295301163,2.123036804973339,0.111993,0.11209899999999999,,,,,,,0.06553322322727273,0.07134900647727273,0.07777755747727273,,,1419.6115786694802,1342.1809473885307,1253.9927894119292,2.3288486295301163,2.123036804973339,1.912642781264788,,,,,,,,,,
Marfrig,Alimentos & Bebidas,MBRF3,Neutral,28077.32546,261.089582,177.86254557,1.4679289625777057,19.64,26,0.3238289205702647,-0.018490754623,-0.017017017017,-0.017017017017,30.5973986436589,15.5541981046375,6.6435640137381,5.9350070878599,1.8704583765868894,1.7405329717562188,0,0,4.196802594380909,3.71410200274034,0.061611200000000005,0.115928,,,,,,,0.0,0.0,0.0,,,48260.762687723705,47053.40880486713,44162.161632536496,4.196802594380909,3.71410200274034,2.8210531596526383,,,,,,,,,,
JBS,Alimentos & Bebidas,JBSS32,Buy,79684.658679,71.06903149,79.229390521,0.8970033850148441,77.09,110,0.42690361914645214,-0.043548387097,-0.025780361431,-0.025780361431,11.3939551815282,7.778374755585,n.a.,n.a.,1.7408407703147015,1.6220629172724765,0.06400126844986379,0.08126367644830716,3.0877778562654123,2.599046285398235,0.15529099999999998,0.215901,,,,,,,0.06400126844986379,0.08126367644830716,0.09019017633804643,,,97010.67686100437,97459.10627944926,97907.53569789419,3.0877778562654123,2.599046285398235,2.47283254025295,,,,,,,,,,
Minerva,Alimentos & Bebidas,BEEF3,Neutral,5289.9355823,125.283247,75.895614444,1.650731045763401,5.37,8.5,0.5828677839851024,-0.061188811189,-0.067708333333,-0.067708333333,7.16891620804985,4.85533687517398,4.57796876755321,4.41398445942086,2.142780187463339,1.7960887408314186,0.05787085327746741,0.0909385243575419,3.3251541614175983,3.21395461701407,0.326872,0.40248100000000003,,,,,,,0.05787085327746741,0.0909385243575419,0.1082875854376164,,,16691.152214025235,16842.596118591922,16996.160237822583,3.3251541614175983,3.21395461701407,3.1292907819450693,,,,,,,,,,
Ambev,Alimentos & Bebidas,ABEV3,Neutral,212836.71859,335.447374,399.21957333,0.8402578340584391,13.65,15,0.09890109890109877,-0.0051020408164,-0.015151515152,-0.015151515152,13.781301447385,12.715184497537,6.112758268444,5.683699985787,2.2251528671869014,2.216671971522667,0.06970320796336996,0.0769261506080586,-0.8401159605051589,-0.7811477017555502,0.161977,0.174666,,,,,,,0.06970320796336996,0.0769261506080586,0.08277560070329669,,,-26044.1797028761,-26044.1797028761,-26044.1797028761,-0.8401159605051589,-0.7811477017555502,-0.7273231795352381,,,,,,,,,,
M.Diasbranco,Alimentos & Bebidas,MDIA3,Neutral,8002.2444166,8.358265,15.930986068,0.5246545922721599,23.86,28,0.17351215423302602,-0.0016736401676,-0.0041736227049,-0.0041736227049,8.13843931555335,7.43792153734964,4.73133169843887,4.39698662854389,0.9121213511323149,0.8913694812423882,0.04644206147946353,0.05410908464375524,-0.14877601898868842,-0.13826258817514336,0.112819,0.12122,,,,,,,0.04644206147946353,0.05410908464375524,0.06128025372170997,,,-245.15712072527612,-245.15712072527612,-245.15712072527612,-0.14877601898868842,-0.13826258817514336,-0.12970654300987347,,,,,,,,,,
Tegma,Aluguel de carros & Logística,TGMA3,Neutral,2399.4755231,8.435472,8.041971472,1.0489308535065145,36.39,23,-0.36795823028304475,0.0024793388438,-0.016220600161,-0.016220600161,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,,,,,,,,,,,,,,,,,,,,,,,,,,
Localiza,Aluguel de carros & Logística,RENT3,Buy,47497.086465,232.759184,343.04531589,0.6785085620426776,43.44,55,0.2661141804788214,0.0049174379983,-0.002983704384,-0.002983704384,11.1900853643669,9.3174941521807,5.4813869962722,5.0150147802606,1.604989359186569,1.4213496932515337,0.022341205796500917,0.026831248393186,2.4582133124817735,2.274730143029597,0.151583,0.161803,,,,,,,0.022341205796500917,0.026831248393186,,,,38320.76285836553,39121.17451605155,,2.4582133124817735,2.274730143029597,,,,,,,,,,,
Movida,Aluguel de carros & Logística,MOVI3,Buy,3365.1660834,38.308725,36.45131376,1.0509559477671897,9.9,12,0.21212121212121215,0.046511627907,0.014344262295,0.014344262295,7.629966628629001,4.326733529397138,3.361626632174419,3.183182763907453,1.1398622493742272,0.9518041014104005,0.03276554304040404,0.05778030892929293,n.a.,n.a.,0.158259,0.23976,,,,,,,0.03276554304040404,0.05778030892929293,0.0857098043030303,,,16644.744800988094,17285.99307062184,18202.272973880725,,,,,,,,,,,,,
Simpar,Aluguel de carros & Logística,SIMH3,Buy,4455.7685935,17.564464,25.420885372,0.6909461941615336,5.22,11,1.10727969348659,0,0.0057803468208,0.0057803468208,3.255372957806768,2.029668405330248,3.541497976259537,3.465346327475055,0.5147218332774567,0.4324664672791894,0,0,n.a.,n.a.,0.168081,0.23157699999999998,,,,,,,0.0,0.0,0.0,,,46572.05974828645,50246.26115421639,54755.461468711415,,,,,,,,,,,,,
Vamos,Aluguel de carros & Logística,VAMO3,Buy,3464.7801402,38.130867,53.339426912,0.7148720788265825,3.25,4.5,0.3846153846153846,-0.006116207951,0.0061919504642,0.0061919504642,8.59757222879831,6.50428203758253,3.9084107600996,4.9559528167382,1.1452049388284375,0.7512818023366019,0,0,11.041286106276088,11.806491268274605,0.142705,0.139498,,,,,,,0.0,0.0,0.0,,,11244.657317773255,9482.447538648681,9794.45324796555,11.041286106276088,11.806491268274605,,,,,,,,,,,
